V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,V340,V341,V342,V343,V344,V345,V346,V347,V348,V349,V350,V351,V352,V353,V354,V355,V356,V357,V358,V359,V360,V361,V362,V363
31,1,1,1984,1997,4,,1,2,2,,,,,,,,2,38,1,457,,,,,,,,,1,,,,20000,,20000,,,,1,2,,,,,,,,,2021,5,2019,5,2,,,,,20000,0,0,0,3,3,3,3,1,,,,,,,7,2,,3,1,0,18.7,6.18E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,,,,,,,,,,,2,,9,11,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,2,,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1955,,,,,,,,,,,68,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,120,0,280,0,0,400,,0,200,28,20,25,2.43E+01,0,3,0,0,20000,0,20000,2,,,,,4,1,4,1,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,535.63939
31,1,1,1984,2001,4,,1,1,1,2001,1,17,0,204,26,8.60E+01,2,,,,2001,1,30000,10000,10000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,3,1,0,26,8.60E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,2,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,,,,,,,,,,,2,,2,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,2,,,2,,,1,2,,1,2,,2,,,1,2,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1955,1952,1973,,,,,,,,,68,71,50,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,9999999,0,9999999,0,0,9999999,,0,200,25,18,20,2.10E+01,0,3,30000,30000,9999999,2000,9999999,2,,,,,3,1,9,1,1,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,,,,,,,,,433.11202
31,1,1,1984,2011,6,,1,1,1,2011,1,27,1,325,10,3.31E+01,2,,,,2011,2,5000,3000,2000,1000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,1,1,0,10,3.31E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,3,2,1,4,9,89,2,,2,1,1,,12,3.97E+01,3,,2,5,,,,,,,,,,,1,1,3,,,,,1,2,3,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1960,1961,,,,,,,,,,63,62,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,250,0,0,0,100,350,,0,150,7,5,6,6.00E+00,0,3,5000,5000,2000,1500,8500,2,,,,,3,1,9,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.67363
31,1,1,1984,2012,8,,1,7,1,1995,2,11,0,132,5,1.65E+01,2,15,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,,5,1.65E+01,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,1,5,9,99,1,,1,1,2,3,15,4.96E+01,3,,3,10,,,,,,,,,,,1,1,2,,,,,1,2,8,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1949,1956,,,,,,,,,,74,67,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,150,0,0,50,0,200,,0,50,5,2,2,3.00E+00,0,2,0,0,1000,0,1000,2,,,,,1,1,9,2,2,1,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,499.23298
31,1,1,1984,2014,6,,1,1,1,1994,2,10,0,120,17,5.62E+01,2,,,,2014,2,10000,8000,3000,5000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,,2,1,0,16.5,5.45E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,1,8,9,88,2,,2,1,2,2,15,4.96E+01,1,1,2,7,,3,8,,9,88,1,,2,3,2,,,,1,3,,1,6,2,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1955,1955,,,,,,,,,,68,68,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,60,48,10,118,,100,150,30,10,15,1.83E+01,0,1,10000,10000,500,0,10500,1,3000,0,0,3000,2,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,316.31845
31,1,1,1984,2017,6,,1,1,1,2007,2,23,6,282,12,3.97E+01,2,,,,2017,2,26000,20000,10000,10000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,3,1,0,14.7,4.86E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,1,4,9,78,6,,1,1,2,3,12,3.97E+01,2,,6,7,,,,,,,,,,,1,1,3,,,,,1,3,6,,1,2,,1,2,,1,1,3,1,2,,1,2,,2,,,1,2,,1,2,,1,2,,1,2,,,,,,1,1,2,,,,,,,,,,1959,1961,,,,,,,,,,64,62,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,300,0,0,0,0,300,,0,180,24,12,16,1.73E+01,50,1,26000,26000,0,500,26500,1,10000,0,0,10000,1,1,9,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.34441
31,1,1,1984,2020,2,,1,1,1,1990,2,6,4,76,10,3.31E+01,2,,,,2020,2,70000,55000,55000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,3,1,0,20,6.61E+01,60,1.98E+02,40,1.32E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,2,3,3,4,3,4,,3,3,3,3,2,2,2,2,3,2,1,3,3,3,4,3,3,3,2,3,1,3,9,86,2,,1,1,2,2,15,4.96E+01,2,,6,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1956,1959,,,,,,,,,,67,64,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,150,0,0,0,150,,0,150,6,2,4,4.00E+00,0,3,70000,70000,2000,1000,73000,2,,,,,2,2,,,,,4,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,602.88075
31,1,1,1984,2020,2,,1,2,2,,,,,,,,2,38,2,458,,,,,,,,,1,,,,8000,,8000,,,,2,,,,,,,,,,,,,,2,,,,,8000,0,0,0,2,2,2,2,1,2,,,,,,8,2,,3,1,0,25,8.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,3,2,3,3,,3,2,3,2,2,3,2,2,3,3,2,2,2,3,3,3,3,3,2,3,1,6,9,99,5,,2,1,2,2,15,4.96E+01,2,,3,4,,,,,,,,,,,1,2,3,,,,,1,4,6,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1956,1958,,,,,,,,,,67,65,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,300,0,0,0,0,300,,0,150,15,13,10,1.27E+01,15,1,0,0,9999999,0,9999999,2,,,,,2,1,8,1,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,326.34608
31,1,1,1984,2020,4,,1,3,2,,,,,,,,2,38,0,456,,,,,,,,,2,,2,,1800,18,,1800,18,,1,2,,,,,,,,,2022,5,2020,5,1,,70,0,,1800,0,0,0,4,4,4,4,5,,,,,,3,5,2,,1,1,0,12,3.97E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,2,4,4,4,3,3,3,3,4,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,15,191,1,,7,1,2,3,20,6.61E+01,2,,8,9,,,,,,,,,,,1,1,3,,,,,1,5,3,,2,,,2,,,2,,,1,1,3,1,2,,2,,,1,1,3,1,2,,1,2,,1,2,,1,,,,1,1,,,,,,,,,,,1947,,,,,,,,,,,76,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,1,3,,,,0,0,15,50,0,65,,0,60,15,10,12,1.23E+01,0,2,0,0,2300,0,2300,2,,,,,3,2,,,,,1,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,,,,,,,,,366.07523
31,1,1,1984,2021,3,,1,2,1,1998,2,14,0,168,24,7.93E+01,2,18,0,216,,,,,,,,,1,,,,15000,,15000,,,,2,,,,,,,,,,,,,,1,1000,,,,11000,4000,0,0,2,2,2,2,1,,,,,,2,3,2,,3,1,0,27,8.93E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,3,3,3,3,3,2,,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,1,5,9,87,6,,2,1,2,3,23,7.60E+01,2,,4,5,,,,,,,,,,,1,2,1,,,,,1,3,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1955,1959,,,,,,,,,,68,64,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,300,25,30,30,0,385,,0,220,25,18,20,2.10E+01,60,2,0,0,15500,700,16200,1,5000,0,0,5000,3,1,5,4,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,,,,,,758.94233
31,1,1,1984,2021,4,,1,2,1,1993,2,9,1,109,16,5.29E+01,1,,,,,,,,,,,,1,,,,32000,,32000,,,,2,,,,,,,,,,,,,,2,,,,,32000,0,0,0,3,3,3,3,1,,,,,,,7,2,,3,1,0,18.7,6.18E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,10,1,2,4,,2,1,2,3,28,9.26E+01,2,,3,5,,,,,,,,,,,1,1,2,,,,,1,3,2,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,2,,,,,,,2,1,,,,,,,,,,,1954,,,,,,,,,,,69,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,0,0,90,0,0,90,,0,90,25,18,23,2.20E+01,0,2,9999999,9999999,32000,0,9999999,1,0,0,9999999,9999999,4,2,,,,,4,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,535.63939
31,1,1,1984,2022,2,,1,3,2,,,,,,,,2,38,0,456,,,,,,,,,1,,,,500,30,,500,30,,2,,,,,,,,,,,,,,1,,200,0,,500,0,0,0,3,3,3,3,1,,,,,,2,8,2,,1,1,0,7,2.31E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,2,1,1,,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,3,1,4,9,104,2,,3,1,2,3,15,4.96E+01,2,,3,8,,,,,,,,,,,1,1,2,,,,,1,2,6,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1962,,,,,,,,,,,61,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,200,0,0,0,0,200,,0,100,9999999,9999999,9999999,1.00E+07,5,3,0,0,500,0,500,2,,,,,4,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.46046
31,1,1,1985,1992,10,,1,1,1,1992,1,7,0,84,15,4.96E+01,2,,,,1992,3,9999999,1200,1200,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,2,1,0,15,4.96E+01,,,,,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,,,,,3,3,3,3,2,3,,3,3,3,3,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,2,1,2,,,,,,,,,,,2,,3,10,,,,,,,,,,,1,1,3,,,,,1,6,5,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1955,1955,,,,,,,,,,68,68,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,1,4,,,,,,,,,,2,2,,2,,,,,300,0,60,48,0,408,,0,200,9999999,9999999,9999999,1.00E+07,10,2,9999999,9999999,9999999,16000,9999999,1,40000,0,0,40000,4,1,6,4,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,2046.70459
31,1,1,1985,2001,4,,1,1,1,2001,1,16,0,192,30,9.92E+01,2,,,,2001,1,50000,20000,14000,6000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,,3,1,0,30,9.92E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,4,3,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,,,,,,,,,,,2,,2,7,,,,,,,,,,,1,1,2,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,1,2,,,,,,2,1,2,3,3,3,,,,,,,1960,1962,1988,1990,1992,,,,,,,63,61,35,33,31,,,,,,,1,2,1,2,1,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,,4,4,4,4,4,,,,,,,5,2,,2,,,,,700,0,300,0,0,1000,,0,300,25,10,25,2.00E+01,0,3,50000,50000,0,2000,52000,2,,,,,4,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5677
31,1,1,1985,2009,6,,1,1,1,1998,2,13,0,156,15,4.96E+01,2,,,,2009,2,20000,8800,5500,3300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,2,1,0,19,6.28E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,2,3,2,3,1,6,9,91,5,,2,1,2,2,18,5.95E+01,2,,3,7,,,,,,,,,,,1,3,1,,,,,2,,,,2,,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1948,1952,,,,,,,,,,75,71,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,150,0,50,50,0,250,,0,100,10,7,8,8.33E+00,0,2,20000,20000,0,0,20000,2,,,,,1,2,,,,,3,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,393.78228
31,1,1,1985,2012,1,,1,1,1,1995,2,10,0,120,20,6.61E+01,2,,,,2012,2,30000,18000,15000,3000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,2,,2,1,0,20,6.61E+01,23,7.60E+01,25,8.26E+01,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,2,3,2,3,3,3,,3,3,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,3,2,3,1,1,9,99,1,,1,1,2,2,25,8.26E+01,3,,2,6,,,,,,,,,,,1,1,2,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,,,,,2,1,2,,,,,,,,,,1961,1963,,,,,,,,,,62,60,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,350,0,0,0,0,350,,0,350,30,15,20,2.17E+01,20,2,30000,30000,15000,3000,48000,1,2000,0,0,2000,4,1,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.60219
31,1,1,1985,2015,2,,1,2,2,,,,,,,,2,37,5,449,,,,,,,,,1,,,,2000,,2000,,,,2,,,,,,,,,,,,,,1,100,,,,2000,0,0,0,3,3,3,3,1,,,,,,,8,1,2,,,,8,2.64E+01,,,,,1,1,2,1,1,2,1,1,1,1,4,1,1,1,2,,,,,1,1,1,1,1,1,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,7,9,85,2,,2,2,1,,7,2.31E+01,2,,4,5,,,,,,,,,,,2,,,,1,3,,1,1,6,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1958,,,,,,,,,,,65,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,150,0,0,0,0,150,,0,70,11,6,7,8.00E+00,0,2,0,0,3500,0,3500,2,,,,,1,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.38863
31,1,1,1985,2015,2,,1,3,2,,,,,,,,2,37,0,444,,,,,,,,,1,,,,2000,30,,2000,30,,2,,,,,,,,,,,,,,2,,,,,2000,0,0,0,3,3,3,3,1,,,,,,3,6,2,,2,1,0,12,3.97E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,2,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,6,9,85,6,,2,1,2,3,15,4.96E+01,3,,8,10,,,,,,,,,,,1,1,3,,,,,1,2,5,,2,,,2,,,2,,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1965,1965,,,,,,,,,,58,58,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,700,0,0,0,0,700,,0,200,17,10,12,1.30E+01,0,3,0,0,5000,0,5000,2,,,,,3,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.09754
31,1,1,1985,2016,4,,1,1,1,2012,2,9999999,9999999,9999999,26,8.60E+01,2,,,,2016,2,48000,30000,15000,15000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,3,1,0,26,8.60E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,4,4,4,4,2,2,4,4,4,3,3,3,4,4,4,1,1,1,4,3,3,4,4,4,3,3,1,4,9,79,6,,1,1,2,3,22,7.27E+01,3,,8,11,,,,,,,,,,,1,1,4,없음,,,,1,7,6,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,1,2,,,,,,2,1,2,3,3,,,,,,,,1966,1971,2001,2003,,,,,,,,57,52,22,20,,,,,,,,1,2,1,1,,,,,,,,1,1,1,1,,,,,,,,1,1,2,2,,,,,,,,4,4,4,4,,,,,,,,2,2,,2,,,,,500,0,0,0,0,500,,0,450,33,32,28,3.10E+01,60,1,48000,48000,0,0,48000,1,17000,0,0,17000,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.17587
31,1,1,1985,2017,5,,1,1,1,1992,2,7,2,86,25,8.26E+01,1,,,,2017,2,5000,4000,4000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,1,5,1,9,1,,1,1,2,2,20,6.61E+01,2,,9,10,,,,,,,,,,,1,2,3,,,,,1,8,4,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1956,1954,1986,,,,,,,,,67,69,37,,,,,,,,,1,2,2,,,,,,,,,2,2,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,400,0,0,0,0,400,,0,200,15,13,12,1.33E+01,10,3,9999999,9999999,9999999,0,9999999,2,,,,,3,1,4,1,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,131.22126
31,1,1,1985,2018,4,,1,1,1,1988,2,3,3,39,18,5.95E+01,2,,,,2018,2,40000,27000,27000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,3,1,0,25.8,8.53E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,9,85,4,,1,1,2,4,31,1.02E+02,2,,7,8,,,,,,,,,,,2,,,,3,1,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1958,1963,,,,,,,,,,65,60,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,300,0,75,0,0,375,,50,250,23,20,25,2.27E+01,30,3,40000,40000,2000,2500,44500,2,,,,,4,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.65343
31,1,1,1985,2019,8,,1,1,1,2015,2,30,7,367,16,5.29E+01,2,,,,2019,2,13000,12000,12000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,10,3.31E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8,9,91,6,,1,1,2,3,16,5.29E+01,2,,6,8,,,,,,,,,,,1,3,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,1,2,,1,2,,,,,,1,1,,,,,,,,,,,1960,,,,,,,,,,,63,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,500,0,0,0,0,500,,0,200,12,8,10,1.00E+01,0,3,13000,13000,4500,2800,20300,2,,,,,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.08655
